Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-WY-A858-01	TCGA-DU-A7T8-01	TCGA-DH-A66G-01	TCGA-VM-A8CH-01	TCGA-E1-A7YH-01	TCGA-HT-7676-01	TCGA-DB-5274-01	TCGA-DH-A66D-01	TCGA-S9-A6TX-01	TCGA-HT-7884-01	TCGA-DH-5142-01	TCGA-DU-7019-01	TCGA-DU-7015-01	TCGA-CS-4943-01	TCGA-S9-A6WD-01	TCGA-DH-5144-01	TCGA-DU-A6S2-01	TCGA-P5-A5ET-01	TCGA-DU-6395-01	TCGA-DU-8163-01	TCGA-DB-5273-01	TCGA-QH-A6XA-01	TCGA-DU-6399-01	TCGA-DB-A75L-01	TCGA-HT-7879-01	TCGA-DU-5871-01	TCGA-HT-7606-01	TCGA-S9-A6WO-01	TCGA-FG-8186-01	TCGA-S9-A7R4-01	TCGA-DB-A4XF-01	TCGA-S9-A7R1-01	TCGA-DU-7304-01	TCGA-S9-A6WQ-01	TCGA-DU-5870-01	TCGA-E1-A7YV-01	TCGA-DB-5278-01	TCGA-FG-A60L-01	TCGA-WY-A85E-01	TCGA-VV-A86M-01	TCGA-TQ-A7RW-01	TCGA-R8-A6YH-01	TCGA-E1-5302-01	TCGA-TM-A84I-01	TCGA-R8-A6MO-01	TCGA-S9-A6U5-01	TCGA-HT-7481-01	TCGA-HT-A615-01	TCGA-TM-A7CA-01	TCGA-RY-A83X-01	TCGA-QH-A6X4-01	TCGA-DB-5275-01	TCGA-P5-A72W-01	TCGA-FG-8185-01	TCGA-QH-A6X8-01	TCGA-S9-A6U1-01	TCGA-WY-A85D-01	TCGA-DH-A66F-01	TCGA-HT-7858-01	TCGA-DB-A64Q-01	TCGA-DB-A64V-01	TCGA-TQ-A7RI-01	TCGA-QH-A65X-01	TCGA-S9-A7QY-01	TCGA-P5-A780-01	TCGA-HT-7482-01	TCGA-DU-A7TB-01	TCGA-TQ-A7RG-01	TCGA-HT-7873-01	TCGA-S9-A7R8-01	TCGA-HT-7472-01	TCGA-HT-A614-01	TCGA-QH-A86X-01	TCGA-S9-A6WP-01	TCGA-VV-A829-01	TCGA-HT-7483-01	TCGA-HW-7490-01	TCGA-TM-A84F-01	TCGA-DH-A7US-01	TCGA-S9-A7QX-01	TCGA-HT-A4DV-01	TCGA-VM-A8CE-01	TCGA-DB-A75O-01	TCGA-FG-A4MY-01	TCGA-FG-A60K-01	TCGA-DU-A7TA-01	TCGA-DB-A64U-01	TCGA-DU-7010-01	TCGA-WY-A85B-01	TCGA-HT-7616-01	TCGA-DU-7306-01	TCGA-TM-A84S-01	TCGA-DB-A75K-01	TCGA-S9-A7J2-01	TCGA-S9-A6U6-01	TCGA-QH-A6X9-01	TCGA-DU-A5TW-01	TCGA-HT-7686-01	TCGA-E1-A7YU-01	TCGA-S9-A7IZ-01	TCGA-E1-5319-01	TCGA-DU-6408-01	TCGA-HW-7486-01	TCGA-DH-A66B-01	TCGA-HT-7677-01	TCGA-HT-7620-01	TCGA-DU-7301-01	TCGA-QH-A65V-01	TCGA-DU-7294-01	TCGA-DU-7008-01	TCGA-DU-8167-01	TCGA-HT-A74L-01	TCGA-FG-A4MX-01	TCGA-TQ-A7RN-01	TCGA-S9-A6TS-01	TCGA-TM-A84L-01	TCGA-DB-A4XA-01	TCGA-HT-8114-01	TCGA-FG-7638-01	TCGA-WY-A85C-01	TCGA-DB-A4XD-01	TCGA-FG-A6IZ-01	TCGA-S9-A7J0-01	TCGA-HT-7471-01	TCGA-HT-7467-01	TCGA-S9-A6WE-01	TCGA-HW-A5KL-01	TCGA-HW-A5KM-01	TCGA-RY-A83Y-01	TCGA-FG-7636-01	TCGA-FG-A6J1-01	TCGA-DU-A6S7-01	TCGA-FG-6690-01	TCGA-S9-A6TW-01	TCGA-FG-7637-01	TCGA-DB-5281-01	TCGA-DB-A64P-01	TCGA-FG-8191-01	TCGA-DU-6401-01	TCGA-DU-6400-01	TCGA-FG-8188-01	TCGA-TQ-A7RK-01	TCGA-TQ-A7RF-01	TCGA-HT-A74O-01	TCGA-TM-A84M-01	TCGA-CS-6667-01	TCGA-HT-7902-01	TCGA-RY-A840-01	TCGA-E1-5304-01	TCGA-CS-6666-01	TCGA-HT-7602-01	TCGA-IK-7675-01	TCGA-HT-7601-01	TCGA-DU-A5TU-01	TCGA-DB-A75M-01	TCGA-HW-8321-01	TCGA-RY-A83Z-01	TCGA-S9-A6TU-01	TCGA-HW-8320-01	TCGA-DU-6542-01	TCGA-HT-7684-01	TCGA-E1-5322-01	TCGA-S9-A7QW-01	TCGA-TQ-A7RR-01	TCGA-DU-A5TR-01	TCGA-QH-A65S-01	TCGA-DU-7014-01	TCGA-QH-A65Z-01	TCGA-HT-7468-01	TCGA-DU-A76O-01	TCGA-DU-7011-01	TCGA-DU-6396-01	TCGA-P5-A730-01	TCGA-HT-7692-01	TCGA-HT-7855-01	TCGA-S9-A7IY-01	TCGA-DU-A5TS-01	TCGA-E1-A7YW-01	TCGA-HT-7609-01	TCGA-S9-A7J1-01	TCGA-CS-6670-01	TCGA-TM-A84Q-01	TCGA-HT-7604-01	TCGA-DH-A7UV-01	TCGA-S9-A6UB-01	TCGA-E1-A7YE-01	TCGA-DH-5141-01	TCGA-FG-6689-01	TCGA-DU-5855-01	TCGA-CS-4944-01	TCGA-HT-A74K-01	TCGA-QH-A6CU-01	TCGA-DB-5277-01	TCGA-KT-A74X-01	TCGA-HT-A618-01	TCGA-QH-A6CW-01	TCGA-S9-A7J3-01	TCGA-QH-A6X5-01	TCGA-HT-8111-01	TCGA-P5-A737-01	TCGA-QH-A65R-01	TCGA-R8-A73M-01	TCGA-DU-7299-01	TCGA-HT-7478-01	TCGA-HT-7690-01	TCGA-TQ-A7RS-01	TCGA-CS-5394-01	TCGA-DH-A7UT-01	TCGA-R8-A6ML-01	TCGA-QH-A6X3-01	TCGA-TQ-A7RH-01	TCGA-TQ-A7RM-01	TCGA-HT-7689-01	TCGA-P5-A735-01	TCGA-26-1442-01	TCGA-27-2521-01	TCGA-19-2629-01	
Amplification Peak 11	10p15.3 	chr10:1-1429569(probes 911844:912216)                 	chr10:985048-1006307(probes 912077:912090)            	chr10:1-6406807(probes 911844:915913)                 	0.00024523	 0.00024523		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	1	0	1	0	0	1	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	
Amplification Peak 12	10q21.1 	chr10:51724315-52049147(probes 942628:942876)      	chr10:51726000-52049098(probes 942629:942875)      	chr10:51726000-52050133(probes 942629:942878)      	0.098514	   0.098514		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 13	11q14.2 	chr11:87966854-88018303(probes 1041801:1041806)    	chr11:87967351-88012637(probes 1041802:1041805)    	chr11:87967351-88022784(probes 1041802:1041808)    	0.20756	    0.21095		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	
Amplification Peak 14	11q14.3 	chr11:90766986-90781452(probes 1043294:1043305)    	chr11:90767511-90780742(probes 1043295:1043304)    	chr11:90767511-90783805(probes 1043295:1043307)    	0.093103	   0.098514		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	
Amplification Peak 15	11q23.3 	chr11:117425145-127308867(probes 1060507:1067637)	chr11:118095963-118124673(probes 1061035:1061063)	chr11:114714564-135086622(probes 1058559:1072307)	1.1236e-05	  0.0012098		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	
Amplification Peak 16	11q25   	chr11:123239433-135086622(probes 1064674:1072307)	chr11:133711122-133749009(probes 1072083:1072109)	chr11:114714564-135086622(probes 1058559:1072307)	1.3792e-05	  0.0028807		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	
Amplification Peak 17	12p13.32	chr12:3912251-3996743(probes 1073890:1073967)        	chr12:3912358-3996304(probes 1073891:1073966)        	chr12:1-12585551(probes 1072308:1078955)             	5.6667e-18	 1.1664e-15		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	1	1	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	2	0	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	2	0	1	
Amplification Peak 18	12p13.31	chr12:9244431-9591202(probes 1077114:1077117)        	chr12:9244480-9590930(probes 1077115:1077116)        	chr12:1-12585551(probes 1072308:1078955)             	1.0975e-08	  0.0025501		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	1	
Amplification Peak 19	12p12.1 	chr12:19312376-26867598(probes 1083098:1088071)    	chr12:24242339-24282176(probes 1086276:1086301)    	chr12:19221122-26870006(probes 1083056:1088073)    	0.00092283	   0.002874		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	1	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	
Amplification Peak 20	12p11.22	chr12:29177127-29181649(probes 1089472:1089491)    	chr12:29177272-29181559(probes 1089473:1089490)    	chr12:29050746-29349631(probes 1089400:1089586)    	0.025444	    0.12402		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	1	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	
Amplification Peak 21	12q13.3 	chr12:57198775-57229386(probes 1102173:1102178)    	chr12:57211196-57229037(probes 1102174:1102177)    	chr12:57174359-57245772(probes 1102167:1102180)    	0.059917	     0.1512		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Amplification Peak 22	12q14.1 	chr12:57731613-57764774(probes 1102396:1102416)    	chr12:57731656-57764204(probes 1102397:1102415)    	chr12:57433623-58181503(probes 1102260:1102663)    	6.3152e-08	 1.0243e-07		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Amplification Peak 23	12q14.1 	chr12:60162290-60188211(probes 1104026:1104042)    	chr12:60162313-60184876(probes 1104027:1104041)    	chr12:60162313-60190581(probes 1104027:1104044)    	0.1512	    0.17383		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Amplification Peak 24	12q24.31	chr12:97865852-133275309(probes 1127547:1147364)  	chr12:123356042-123373095(probes 1142891:1142893)	chr12:123315830-123472201(probes 1142873:1142918)	0.087492	   0.087492		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	
Amplification Peak 25	13q33.3 	chr13:94451077-114364328(probes 1191989:1205051)  	chr13:107757387-107861188(probes 1201065:1201139)	chr13:106348575-110262787(probes 1199924:1202992)	0.021115	   0.021115		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Amplification Peak 26	15q26.3 	chr15:98333230-99241506(probes 1298981:1299646)    	chr15:98572759-99239692(probes 1299184:1299645)    	chr15:98333396-99248260(probes 1298982:1299648)    	0.027042	   0.027042		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 27	16p13.3 	chr16:4086418-4162912(probes 1301780:1301834)        	chr16:4087004-4162801(probes 1301781:1301833)        	chr16:4087004-4162946(probes 1301781:1301836)        	0.13705	    0.13705		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	
Amplification Peak 28	17q25.1 	chr17:61255647-83257441(probes 1368741:1379990)    	chr17:76579533-76602874(probes 1377307:1377327)    	chr17:76210260-76739259(probes 1377140:1377405)    	0.059917	   0.059917		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	2	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	2	1	0	2	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	
Amplification Peak 29	18q12.1 	chr18:31379019-35750983(probes 1394565:1397172)    	chr18:34073241-34094973(probes 1396276:1396290)    	chr18:34073241-34099584(probes 1396276:1396293)    	0.18287	    0.18287		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
